Time[s] TxPosX[m] TxPosY[m] RxPosX[m] RxPosY[m] ChannelState SNR[dB] Pathloss[dB]
5.47 0 0 -20 0 LOS -inf 66.6927
5.48 0 0 -20 0 LOS -inf 66.6938
5.49 0 0 -20 0 LOS -inf 66.6949
5.5 0 0 -20 0 LOS -inf 66.696
5.51 0 0 -20 0 LOS -inf 66.6971
5.52 0 0 -20 0 LOS -inf 66.6982
5.53 0 0 -20 0 LOS -inf 66.6993
5.54 0 0 -20 0 LOS -inf 66.7005
5.55 0 0 -20 0 LOS -inf 66.7016
5.56 0 0 -20 0 LOS -inf 66.7027
5.57 0 0 -20 0 LOS -inf 66.7038
5.58 0 0 -20 0 LOS -inf 66.7049
5.59 0 0 -20 0 LOS -inf 66.7061
5.6 0 0 -20 0 LOS -inf 66.7072
5.61 0 0 -20 0 LOS -inf 66.7083
5.62 0 0 -20 0 LOS -inf 66.7095
5.63 0 0 -20 0 LOS -inf 66.7106
5.64 0 0 -20 0 LOS -inf 66.7117
5.65 0 0 -20 0 LOS -inf 66.7129
5.66 0 0 -20 0 LOS -inf 66.714
5.67 0 0 -20 0 LOS -inf 66.7151
5.68 0 0 -20 0 LOS -inf 66.7163
5.69 0 0 -20 0 LOS -inf 66.7174
5.7 0 0 -20 0 LOS -inf 66.7186
5.71 0 0 -20 0 LOS -inf 66.7197
5.72 0 0 -20 0 LOS -inf 66.7209
5.73 0 0 -20 0 LOS -inf 66.722
5.74 0 0 -20 0 LOS -inf 66.7232
5.75 0 0 -20 0 LOS -inf 66.7243
5.76 0 0 -20 0 LOS -inf 66.7255
5.77 0 0 -20 0 LOS -inf 66.7266
5.78 0 0 -20 0 LOS -inf 66.7278
5.79 0 0 -20 0 LOS -inf 66.7289
5.8 0 0 -20 0 LOS -inf 66.7301
5.81 0 0 -20 0 LOS -inf 66.7313
5.82 0 0 -20 0 LOS -inf 66.7324
5.83 0 0 -20 0 LOS -inf 66.7336
5.84 0 0 -20 0 LOS -inf 66.7348
5.85 0 0 -20 0 LOS -inf 66.7359
5.86 0 0 -20 0 LOS -inf 66.7371
5.87 0 0 -20 0 LOS -inf 66.7383
5.88 0 0 -20 0 LOS -inf 66.7394
5.89 0 0 -20 0 LOS -inf 66.7406
5.9 0 0 -20 0 LOS -inf 66.7418
5.91 0 0 -20 0 LOS -inf 66.743
5.92 0 0 -20 0 LOS -inf 66.7442
5.93 0 0 -20 0 LOS -inf 66.7453
5.94 0 0 -20 0 LOS -inf 66.7465
5.95 0 0 -20 0 LOS -inf 66.7477
5.96 0 0 -20 0 LOS -inf 66.7489
5.97 0 0 -20 0 LOS -inf 66.7501
5.98 0 0 -20 0 LOS -inf 66.7513
5.99 0 0 -20 0 LOS -inf 66.7525
6 0 0 -20 0 LOS -inf 66.7537
6.01 0 0 -20 0 LOS -inf 66.7549
6.02 0 0 -20 0 LOS -inf 66.7561
6.03 0 0 -20 0 LOS -inf 66.7573
6.04 0 0 -20 0 LOS -inf 66.7585
6.05 0 0 -20 0 LOS -inf 66.7597
6.06 0 0 -20 0 LOS -inf 66.7609
6.07 0 0 -20 0 LOS -inf 66.7621
6.08 0 0 -20 0 LOS -inf 66.7633
6.09 0 0 -20 0 LOS -inf 66.7645
6.1 0 0 -20 0 LOS -inf 66.7657
6.11 0 0 -20 0 LOS -inf 66.7669
6.12 0 0 -20 0 LOS -inf 66.7681
6.13 0 0 -20 0 LOS -inf 66.7693
6.14 0 0 -20 0 LOS -inf 66.7706
6.15 0 0 -20 0 LOS -inf 66.7718
6.16 0 0 -20 0 LOS -inf 66.773
6.17 0 0 -20 0 LOS -inf 66.7742
6.18 0 0 -20 0 LOS -inf 66.7754
6.19 0 0 -20 0 LOS -inf 66.7767
6.2 0 0 -20 0 LOS -inf 66.7779
6.21 0 0 -20 0 LOS -inf 66.7791
6.22 0 0 -20 0 LOS -inf 66.7804
6.23 0 0 -20 0 LOS -inf 66.7816
6.24 0 0 -20 0 LOS -inf 66.7828
6.25 0 0 -20 0 LOS -inf 66.7841
6.26 0 0 -20 0 LOS -inf 66.7853
6.27 0 0 -20 0 LOS -inf 66.7865
6.28 0 0 -20 0 LOS -inf 66.7878
6.29 0 0 -20 0 LOS -inf 66.789
6.3 0 0 -20 0 LOS -inf 66.7903
6.31 0 0 -20 0 LOS -inf 66.7915
6.32 0 0 -20 0 LOS -inf 66.7928
6.33 0 0 -20 0 LOS -inf 66.794
6.34 0 0 -20 0 LOS -inf 66.7953
6.35 0 0 -20 0 LOS -inf 66.7965
6.36 0 0 -20 0 LOS -inf 66.7978
6.37 0 0 -20 0 LOS -inf 66.799
6.38 0 0 -20 0 LOS -inf 66.8003
6.39 0 0 -20 0 LOS -inf 66.8015
6.4 0 0 -20 0 LOS -inf 66.8028
6.41 0 0 -20 0 LOS -inf 66.8041
6.42 0 0 -20 0 LOS -inf 66.8053
6.43 0 0 -20 0 LOS -inf 66.8066
6.44 0 0 -20 0 LOS -inf 66.8078
6.45 0 0 -20 0 LOS -inf 66.8091
6.46 0 0 -20 0 LOS -inf 66.8104
6.47 0 0 -20 0 LOS -inf 66.8117
6.48 0 0 -20 0 LOS -inf 66.8129
6.49 0 0 -20 0 LOS -inf 66.8142
6.5 0 0 -20 0 LOS -inf 66.8155
6.51 0 0 -20 0 LOS -inf 66.8168
6.52 0 0 -20 0 LOS -inf 66.818
6.53 0 0 -20 0 LOS -inf 66.8193
6.54 0 0 -20 0 LOS -inf 66.8206
6.55 0 0 -20 0 LOS -inf 66.8219
6.56 0 0 -20 0 LOS -inf 66.8232
6.57 0 0 -20 0 LOS -inf 66.8245
6.58 0 0 -20 0 LOS -inf 66.8257
6.59 0 0 -20 0 LOS -inf 66.827
6.6 0 0 -20 0 LOS -inf 66.8283
6.61 0 0 -20 0 LOS -inf 66.8296
6.62 0 0 -20 0 LOS -inf 66.8309
6.63 0 0 -20 0 LOS -inf 66.8322
6.64 0 0 -20 0 LOS -inf 66.8335
6.65 0 0 -20 0 LOS -inf 66.8348
6.66 0 0 -20 0 LOS -inf 66.8361
6.67 0 0 -20 0 LOS -inf 66.8374
6.68 0 0 -20 0 LOS -inf 66.8387
6.69 0 0 -20 0 LOS -inf 66.84
6.7 0 0 -20 0 LOS -inf 66.8413
6.71 0 0 -20 0 LOS -inf 66.8426
6.72 0 0 -20 0 LOS -inf 66.8439
6.73 0 0 -20 0 LOS -inf 66.8453
6.74 0 0 -20 0 LOS -inf 66.8466
6.75 0 0 -20 0 LOS -inf 66.8479
6.76 0 0 -20 0 LOS -inf 66.8492
6.77 0 0 -20 0 LOS -inf 66.8505
6.78 0 0 -20 0 LOS -inf 66.8518
6.79 0 0 -20 0 LOS -inf 66.8532
6.8 0 0 -20 0 LOS -inf 66.8545
6.81 0 0 -20 0 LOS -inf 66.8558
6.82 0 0 -20 0 LOS -inf 66.8571
6.83 0 0 -20 0 LOS -inf 66.8585
6.84 0 0 -20 0 LOS -inf 66.8598
6.85 0 0 -20 0 LOS -inf 66.8611
6.86 0 0 -20 0 LOS -inf 66.8625
6.87 0 0 -20 0 LOS -inf 66.8638
6.88 0 0 -20 0 LOS -inf 66.8651
6.89 0 0 -20 0 LOS -inf 66.8665
6.9 0 0 -20 0 LOS -inf 66.8678
6.91 0 0 -20 0 LOS -inf 66.8691
6.92 0 0 -20 0 LOS -inf 66.8705
6.93 0 0 -20 0 LOS -inf 66.8718
6.94 0 0 -20 0 LOS -inf 66.8732
6.95 0 0 -20 0 LOS -inf 66.8745
6.96 0 0 -20 0 LOS -inf 66.8759
6.97 0 0 -20 0 LOS -inf 66.8772
6.98 0 0 -20 0 LOS -inf 66.8786
6.99 0 0 -20 0 LOS -inf 66.8799
7 0 0 -20 0 LOS -inf 66.8813
7.01 0 0 -20 0 LOS -inf 66.8826
7.02 0 0 -20 0 LOS -inf 66.884
7.03 0 0 -20 0 LOS -inf 66.8853
7.04 0 0 -20 0 LOS -inf 66.8867
7.05 0 0 -20 0 LOS -inf 66.8881
7.06 0 0 -20 0 LOS -inf 66.8894
7.07 0 0 -20 0 LOS -inf 66.8908
7.08 0 0 -20 0 LOS -inf 66.8921
7.09 0 0 -20 0 LOS -inf 66.8935
7.1 0 0 -20 0 LOS -inf 66.8949
7.11 0 0 -20 0 LOS -inf 66.8963
7.12 0 0 -20 0 LOS -inf 66.8976
7.13 0 0 -20 0 LOS -inf 66.899
7.14 0 0 -20 0 LOS -inf 66.9004
7.15 0 0 -20 0 LOS -inf 66.9017
7.16 0 0 -20 0 LOS -inf 66.9031
7.17 0 0 -20 0 LOS -inf 66.9045
7.18 0 0 -20 0 LOS -inf 66.9059
7.19 0 0 -20 0 LOS -inf 66.9073
7.2 0 0 -20 0 LOS -inf 66.9086
7.21 0 0 -20 0 LOS -inf 66.91
7.22 0 0 -20 0 LOS -inf 66.9114
7.23 0 0 -20 0 LOS -inf 66.9128
7.24 0 0 -20 0 LOS -inf 66.9142
7.25 0 0 -20 0 LOS -inf 66.9156
7.26 0 0 -20 0 LOS -inf 66.917
7.27 0 0 -20 0 LOS -inf 66.9184
7.28 0 0 -20 0 LOS -inf 66.9198
7.29 0 0 -20 0 LOS -inf 66.9212
7.3 0 0 -20 0 LOS -inf 66.9226
7.31 0 0 -20 0 LOS -inf 66.924
7.32 0 0 -20 0 LOS -inf 66.9254
7.33 0 0 -20 0 LOS -inf 66.9268
7.34 0 0 -20 0 LOS -inf 66.9282
7.35 0 0 -20 0 LOS -inf 66.9296
7.36 0 0 -20 0 LOS -inf 66.931
7.37 0 0 -20 0 LOS -inf 66.9324
7.38 0 0 -20 0 LOS -inf 66.9338
7.39 0 0 -20 0 LOS -inf 66.9352
7.4 0 0 -20 0 LOS -inf 66.9366
7.41 0 0 -20 0 LOS -inf 66.938
7.42 0 0 -20 0 LOS -inf 66.9395
7.43 0 0 -20 0 LOS -inf 66.9409
7.44 0 0 -20 0 LOS -inf 66.9423
7.45 0 0 -20 0 LOS -inf 66.9437
7.46 0 0 -20 0 LOS -inf 66.9451
7.47 0 0 -20 0 LOS -inf 66.9466
7.48 0 0 -20 0 LOS -inf 66.948
7.49 0 0 -20 0 LOS -inf 66.9494
7.5 0 0 -20 0 LOS -inf 66.9508
7.51 0 0 -20 0 LOS -inf 66.9523
7.52 0 0 -20 0 LOS -inf 66.9537
7.53 0 0 -20 0 LOS -inf 66.9551
7.54 0 0 -20 0 LOS -inf 66.9566
7.55 0 0 -20 0 LOS -inf 66.958
7.56 0 0 -20 0 LOS -inf 66.9594
7.57 0 0 -20 0 LOS -inf 66.9609
7.58 0 0 -20 0 LOS -inf 66.9623
7.59 0 0 -20 0 NLOSv -inf 72.7736
7.6 0 0 -20 0 NLOSv -inf 68.4153
7.61 0 0 -20 0 NLOSv -inf 75.038
7.62 0 0 -20 0 NLOSv -inf 75.2538
7.63 0 0 -20 0 NLOSv -inf 69.1826
7.64 0 0 -20 0 NLOSv -inf 68.9385
7.65 0 0 -20 0 NLOSv -inf 68.6981
7.66 0 0 -20 0 NLOSv -inf 72.5645
7.67 0 0 -20 0 NLOSv -inf 69.0775
7.68 0 0 -20 0 NLOSv -inf 72.29
7.69 0 0 -20 0 NLOSv -inf 69.9934
7.7 0 0 -20 0 LOS -inf 66.9797
7.71 0 0 -20 0 LOS -inf 66.9811
7.72 0 0 -20 0 LOS -inf 66.9826
7.73 0 0 -20 0 LOS -inf 66.984
7.74 0 0 -20 0 LOS -inf 66.9855
7.75 0 0 -20 0 LOS -inf 66.987
7.76 0 0 -20 0 LOS -inf 66.9884
7.77 0 0 -20 0 LOS -inf 66.9899
7.78 0 0 -20 0 LOS -inf 66.9914
7.79 0 0 -20 0 LOS -inf 66.9928
7.8 0 0 -20 0 LOS -inf 66.9943
7.81 0 0 -20 0 LOS -inf 66.9958
7.82 0 0 -20 0 LOS -inf 66.9972
7.83 0 0 -20 0 LOS -inf 66.9987
7.84 0 0 -20 0 LOS -inf 67.0002
7.85 0 0 -20 0 LOS -inf 67.0017
7.86 0 0 -20 0 LOS -inf 67.0031
7.87 0 0 -20 0 LOS -inf 67.0046
7.88 0 0 -20 0 LOS -inf 67.0061
7.89 0 0 -20 0 LOS -inf 67.0076
7.9 0 0 -20 0 LOS -inf 67.0091
7.91 0 0 -20 0 LOS -inf 67.0106
7.92 0 0 -20 0 LOS -inf 67.012
7.93 0 0 -20 0 LOS -inf 67.0135
7.94 0 0 -20 0 LOS -inf 67.015
7.95 0 0 -20 0 LOS -inf 67.0165
7.96 0 0 -20 0 LOS -inf 67.018
7.97 0 0 -20 0 LOS -inf 67.0195
7.98 0 0 -20 0 LOS -inf 67.021
7.99 0 0 -20 0 LOS -inf 67.0225
8 0 0 -20 0 LOS -inf 67.024
8.01 0 0 -20 0 LOS -inf 67.0255
8.02 0 0 -20 0 LOS -inf 67.027
8.03 0 0 -20 0 LOS -inf 67.0285
8.04 0 0 -20 0 LOS -inf 67.03
8.05 0 0 -20 0 LOS -inf 67.0315
8.06 0 0 -20 0 LOS -inf 67.033
8.07 0 0 -20 0 LOS -inf 67.0345
8.08 0 0 -20 0 LOS -inf 67.036
8.09 0 0 -20 0 LOS -inf 67.0375
8.1 0 0 -20 0 LOS -inf 67.039
8.11 0 0 -20 0 LOS -inf 67.0405
8.12 0 0 -20 0 LOS -inf 67.042
8.13 0 0 -20 0 LOS -inf 67.0436
8.14 0 0 -20 0 LOS -inf 67.0451
8.15 0 0 -20 0 LOS -inf 67.0466
8.16 0 0 -20 0 LOS -inf 67.0481
8.17 0 0 -20 0 LOS -inf 67.0496
8.18 0 0 -20 0 LOS -inf 67.0512
8.19 0 0 -20 0 LOS -inf 67.0527
8.2 0 0 -20 0 LOS -inf 67.0542
8.21 0 0 -20 0 LOS -inf 67.0557
8.22 0 0 -20 0 LOS -inf 67.0573
8.23 0 0 -20 0 LOS -inf 67.0588
8.24 0 0 -20 0 LOS -inf 67.0603
8.25 0 0 -20 0 LOS -inf 67.0618
8.26 0 0 -20 0 LOS -inf 67.0634
8.27 0 0 -20 0 LOS -inf 67.0649
8.28 0 0 -20 0 LOS -inf 67.0664
8.29 0 0 -20 0 LOS -inf 67.068
8.3 0 0 -20 0 LOS -inf 67.0695
8.31 0 0 -20 0 LOS -inf 67.071
8.32 0 0 -20 0 LOS -inf 67.0726
8.33 0 0 -20 0 LOS -inf 67.0741
8.34 0 0 -20 0 LOS -inf 67.0757
8.35 0 0 -20 0 LOS -inf 67.0772
8.36 0 0 -20 0 LOS -inf 67.0788
8.37 0 0 -20 0 LOS -inf 67.0803
8.38 0 0 -20 0 LOS -inf 67.0819
8.39 0 0 -20 0 LOS -inf 67.0834
8.4 0 0 -20 0 LOS -inf 67.085
8.41 0 0 -20 0 LOS -inf 67.0865
8.42 0 0 -20 0 LOS -inf 67.0881
8.43 0 0 -20 0 LOS -inf 67.0896
8.44 0 0 -20 0 LOS -inf 67.0912
8.45 0 0 -20 0 LOS -inf 67.0927
8.46 0 0 -20 0 LOS -inf 67.0943
8.47 0 0 -20 0 LOS -inf 67.0958
8.48 0 0 -20 0 LOS -inf 67.0974
8.49 0 0 -20 0 LOS -inf 67.099
8.5 0 0 -20 0 LOS -inf 67.1005
8.51 0 0 -20 0 LOS -inf 67.1021
8.52 0 0 -20 0 LOS -inf 67.1036
8.53 0 0 -20 0 LOS -inf 67.1052
8.54 0 0 -20 0 LOS -inf 67.1068
8.55 0 0 -20 0 LOS -inf 67.1084
8.56 0 0 -20 0 LOS -inf 67.1099
8.57 0 0 -20 0 LOS -inf 67.1115
8.58 0 0 -20 0 LOS -inf 67.1131
8.59 0 0 -20 0 LOS -inf 67.1146
8.6 0 0 -20 0 LOS -inf 67.1162
8.61 0 0 -20 0 LOS -inf 67.1178
8.62 0 0 -20 0 LOS -inf 67.1194
8.63 0 0 -20 0 LOS -inf 67.121
8.64 0 0 -20 0 LOS -inf 67.1225
8.65 0 0 -20 0 LOS -inf 67.1241
8.66 0 0 -20 0 LOS -inf 67.1257
8.67 0 0 -20 0 LOS -inf 67.1273
8.68 0 0 -20 0 LOS -inf 67.1289
8.69 0 0 -20 0 LOS -inf 67.1305
8.7 0 0 -20 0 LOS -inf 67.132
8.71 0 0 -20 0 LOS -inf 67.1336
8.72 0 0 -20 0 LOS -inf 67.1352
8.73 0 0 -20 0 LOS -inf 67.1368
8.74 0 0 -20 0 LOS -inf 67.1384
8.75 0 0 -20 0 LOS -inf 67.14
8.76 0 0 -20 0 LOS -inf 67.1416
8.77 0 0 -20 0 LOS -inf 67.1432
8.78 0 0 -20 0 LOS -inf 67.1448
8.79 0 0 -20 0 LOS -inf 67.1464
8.8 0 0 -20 0 LOS -inf 67.148
8.81 0 0 -20 0 LOS -inf 67.1496
8.82 0 0 -20 0 LOS -inf 67.1512
8.83 0 0 -20 0 LOS -inf 67.1528
8.84 0 0 -20 0 LOS -inf 67.1544
8.85 0 0 -20 0 LOS -inf 67.156
8.86 0 0 -20 0 LOS -inf 67.1576
8.87 0 0 -20 0 LOS -inf 67.1592
8.88 0 0 -20 0 LOS -inf 67.1608
8.89 0 0 -20 0 LOS -inf 67.1624
8.9 0 0 -20 0 LOS -inf 67.1641
8.91 0 0 -20 0 LOS -inf 67.1657
8.92 0 0 -20 0 LOS -inf 67.1673
8.93 0 0 -20 0 LOS -inf 67.1689
8.94 0 0 -20 0 LOS -inf 67.1705
8.95 0 0 -20 0 LOS -inf 67.1721
8.96 0 0 -20 0 LOS -inf 67.1738
8.97 0 0 -20 0 LOS -inf 67.1754
8.98 0 0 -20 0 LOS -inf 67.177
8.99 0 0 -20 0 LOS -inf 67.1786
9 0 0 -20 0 LOS -inf 67.1803
9.01 0 0 -20 0 LOS -inf 67.1819
9.02 0 0 -20 0 LOS -inf 67.1835
9.03 0 0 -20 0 LOS -inf 67.1851
9.04 0 0 -20 0 LOS -inf 67.1868
9.05 0 0 -20 0 LOS -inf 67.1884
9.06 0 0 -20 0 LOS -inf 67.19
9.07 0 0 -20 0 LOS -inf 67.1917
9.08 0 0 -20 0 LOS -inf 67.1933
9.09 0 0 -20 0 LOS -inf 67.1949
9.1 0 0 -20 0 LOS -inf 67.1966
9.11 0 0 -20 0 LOS -inf 67.1982
9.12 0 0 -20 0 LOS -inf 67.1998
9.13 0 0 -20 0 LOS -inf 67.2015
9.14 0 0 -20 0 LOS -inf 67.2031
9.15 0 0 -20 0 LOS -inf 67.2048
9.16 0 0 -20 0 LOS -inf 67.2064
9.17 0 0 -20 0 LOS -inf 67.2081
9.18 0 0 -20 0 LOS -inf 67.2097
9.19 0 0 -20 0 LOS -inf 67.2113
9.2 0 0 -20 0 LOS -inf 67.213
9.21 0 0 -20 0 LOS -inf 67.2146
9.22 0 0 -20 0 LOS -inf 67.2163
9.23 0 0 -20 0 LOS -inf 67.2179
9.24 0 0 -20 0 LOS -inf 67.2196
9.25 0 0 -20 0 LOS -inf 67.2213
9.26 0 0 -20 0 LOS -inf 67.2229
9.27 0 0 -20 0 LOS -inf 67.2246
9.28 0 0 -20 0 LOS -inf 67.2262
9.29 0 0 -20 0 LOS -inf 67.2279
9.3 0 0 -20 0 LOS -inf 67.2295
9.31 0 0 -20 0 LOS -inf 67.2312
9.32 0 0 -20 0 LOS -inf 67.2329
9.33 0 0 -20 0 LOS -inf 67.2345
9.34 0 0 -20 0 LOS -inf 67.2362
9.35 0 0 -20 0 LOS -inf 67.2379
9.36 0 0 -20 0 LOS -inf 67.2395
9.37 0 0 -20 0 LOS -inf 67.2412
9.38 0 0 -20 0 LOS -inf 67.2429
9.39 0 0 -20 0 LOS -inf 67.2445
9.4 0 0 -20 0 LOS -inf 67.2462
9.41 0 0 -20 0 LOS -inf 67.2479
9.42 0 0 -20 0 LOS -inf 67.2495
9.43 0 0 -20 0 LOS -inf 67.2512
9.44 0 0 -20 0 LOS -inf 67.2529
9.45 0 0 -20 0 LOS -inf 67.2546
9.46 0 0 -20 0 LOS -inf 67.2563
9.47 0 0 -20 0 LOS -inf 67.2579
9.48 0 0 -20 0 LOS -inf 67.2596
9.49 0 0 -20 0 LOS -inf 67.2613
9.5 0 0 -20 0 LOS -inf 67.263
9.51 0 0 -20 0 LOS -inf 67.2647
9.52 0 0 -20 0 LOS -inf 67.2663
9.53 0 0 -20 0 LOS -inf 67.268
9.54 0 0 -20 0 LOS -inf 67.2697
9.55 0 0 -20 0 LOS -inf 67.2714
9.56 0 0 -20 0 LOS -inf 67.2731
9.57 0 0 -20 0 NLOSv -inf 73.7579
9.58 0 0 -20 0 NLOSv -inf 68.3412
9.59 0 0 -20 0 NLOSv -inf 68.7265
9.6 0 0 -20 0 NLOSv -inf 75.4845
9.61 0 0 -20 0 NLOSv -inf 71.2158
9.62 0 0 -20 0 NLOSv -inf 69.2928
9.63 0 0 -20 0 NLOSv -inf 68.3852
9.64 0 0 -20 0 NLOSv -inf 69.6934
9.65 0 0 -20 0 NLOSv -inf 81.4668
9.66 0 0 -20 0 NLOSv -inf 71.7207
9.67 0 0 -20 0 NLOSv -inf 78.489
9.68 0 0 -20 0 LOS -inf 67.2935
9.69 0 0 -20 0 LOS -inf 67.2952
9.7 0 0 -20 0 LOS -inf 67.2969
9.71 0 0 -20 0 LOS -inf 67.2986
9.72 0 0 -20 0 LOS -inf 67.3003
9.73 0 0 -20 0 LOS -inf 67.302
9.74 0 0 -20 0 LOS -inf 67.3037
9.75 0 0 -20 0 LOS -inf 67.3054
9.76 0 0 -20 0 LOS -inf 67.3071
9.77 0 0 -20 0 LOS -inf 67.3088
9.78 0 0 -20 0 LOS -inf 67.3105
9.79 0 0 -20 0 LOS -inf 67.3123
9.8 0 0 -20 0 LOS -inf 67.314
9.81 0 0 -20 0 LOS -inf 67.3157
9.82 0 0 -20 0 LOS -inf 67.3174
9.83 0 0 -20 0 LOS -inf 67.3191
9.84 0 0 -20 0 LOS -inf 67.3208
9.85 0 0 -20 0 LOS -inf 67.3226
9.86 0 0 -20 0 LOS -inf 67.3243
9.87 0 0 -20 0 LOS -inf 67.326
9.88 0 0 -20 0 LOS -inf 67.3277
9.89 0 0 -20 0 LOS -inf 67.3295
9.9 0 0 -20 0 LOS -inf 67.3312
9.91 0 0 -20 0 LOS -inf 67.3329
9.92 0 0 -20 0 LOS -inf 67.3346
9.93 0 0 -20 0 LOS -inf 67.3364
9.94 0 0 -20 0 LOS -inf 67.3381
9.95 0 0 -20 0 LOS -inf 67.3398
9.96 0 0 -20 0 LOS -inf 67.3416
9.97 0 0 -20 0 LOS -inf 67.3433
9.98 0 0 -20 0 LOS -inf 67.345
9.99 0 0 -20 0 LOS -inf 67.3468
10 0 0 -20 0 LOS -inf 67.3485
10.01 0 0 -20 0 LOS -inf 67.3502
10.02 0 0 -20 0 LOS -inf 67.352
10.03 0 0 -20 0 LOS -inf 67.3537
10.04 0 0 -20 0 LOS -inf 67.3555
10.05 0 0 -20 0 LOS -inf 67.3572
10.06 0 0 -20 0 LOS -inf 67.3589
10.07 0 0 -20 0 LOS -inf 67.3607
10.08 0 0 -20 0 LOS -inf 67.3624
10.09 0 0 -20 0 LOS -inf 67.3642
10.1 0 0 -20 0 LOS -inf 67.3659
10.11 0 0 -20 0 LOS -inf 67.3677
10.12 0 0 -20 0 LOS -inf 67.3694
10.13 0 0 -20 0 LOS -inf 67.3712
10.14 0 0 -20 0 LOS -inf 67.3729
10.15 0 0 -20 0 LOS -inf 67.3747
10.16 0 0 -20 0 LOS -inf 67.3764
10.17 0 0 -20 0 LOS -inf 67.3782
10.18 0 0 -20 0 LOS -inf 67.3799
10.19 0 0 -20 0 LOS -inf 67.3817
10.2 0 0 -20 0 LOS -inf 67.3835
10.21 0 0 -20 0 LOS -inf 67.3852
10.22 0 0 -20 0 LOS -inf 67.387
10.23 0 0 -20 0 LOS -inf 67.3887
10.24 0 0 -20 0 LOS -inf 67.3905
10.25 0 0 -20 0 LOS -inf 67.3923
10.26 0 0 -20 0 LOS -inf 67.394
10.27 0 0 -20 0 LOS -inf 67.3958
10.28 0 0 -20 0 LOS -inf 67.3975
10.29 0 0 -20 0 LOS -inf 67.3993
10.3 0 0 -20 0 LOS -inf 67.4011
10.31 0 0 -20 0 LOS -inf 67.4028
10.32 0 0 -20 0 LOS -inf 67.4046
10.33 0 0 -20 0 LOS -inf 67.4064
10.34 0 0 -20 0 LOS -inf 67.4082
10.35 0 0 -20 0 LOS -inf 67.4099
10.36 0 0 -20 0 LOS -inf 67.4117
10.37 0 0 -20 0 LOS -inf 67.4135
10.38 0 0 -20 0 LOS -inf 67.4153
10.39 0 0 -20 0 LOS -inf 67.417
10.4 0 0 -20 0 LOS -inf 67.4188
10.41 0 0 -20 0 LOS -inf 67.4206
10.42 0 0 -20 0 LOS -inf 67.4224
10.43 0 0 -20 0 LOS -inf 67.4241
10.44 0 0 -20 0 LOS -inf 67.4259
10.45 0 0 -20 0 LOS -inf 67.4277
10.46 0 0 -20 0 LOS -inf 67.4295
10.47 0 0 -20 0 LOS -inf 67.4313
10.48 0 0 -20 0 LOS -inf 67.4331
10.49 0 0 -20 0 LOS -inf 67.4348
10.5 0 0 -20 0 LOS -inf 67.4366
10.51 0 0 -20 0 LOS -inf 67.4384
10.52 0 0 -20 0 LOS -inf 67.4402
10.53 0 0 -20 0 LOS -inf 67.442
10.54 0 0 -20 0 LOS -inf 67.4438
10.55 0 0 -20 0 LOS -inf 67.4456
10.56 0 0 -20 0 LOS -inf 67.4474
10.57 0 0 -20 0 LOS -inf 67.4492
10.58 0 0 -20 0 LOS -inf 67.451
10.59 0 0 -20 0 LOS -inf 67.4528
10.6 0 0 -20 0 LOS -inf 67.4546
10.61 0 0 -20 0 LOS -inf 67.4563
10.62 0 0 -20 0 LOS -inf 67.4581
10.63 0 0 -20 0 LOS -inf 67.4599
10.64 0 0 -20 0 LOS -inf 67.4617
10.65 0 0 -20 0 LOS -inf 67.4635
10.66 0 0 -20 0 LOS -inf 67.4654
10.67 0 0 -20 0 LOS -inf 67.4672
10.68 0 0 -20 0 LOS -inf 67.469
10.69 0 0 -20 0 LOS -inf 67.4708
10.7 0 0 -20 0 LOS -inf 67.4726
10.71 0 0 -20 0 LOS -inf 67.4744
10.72 0 0 -20 0 LOS -inf 67.4762
10.73 0 0 -20 0 LOS -inf 67.478
10.74 0 0 -20 0 LOS -inf 67.4798
10.75 0 0 -20 0 LOS -inf 67.4816
10.76 0 0 -20 0 LOS -inf 67.4834
10.77 0 0 -20 0 LOS -inf 67.4852
10.78 0 0 -20 0 LOS -inf 67.4871
10.79 0 0 -20 0 LOS -inf 67.4889
10.8 0 0 -20 0 LOS -inf 67.4907
10.81 0 0 -20 0 LOS -inf 67.4925
10.82 0 0 -20 0 LOS -inf 67.4943
10.83 0 0 -20 0 LOS -inf 67.4961
10.84 0 0 -20 0 LOS -inf 67.498
10.85 0 0 -20 0 LOS -inf 67.4998
10.86 0 0 -20 0 LOS -inf 67.5016
10.87 0 0 -20 0 LOS -inf 67.5034
10.88 0 0 -20 0 LOS -inf 67.5052
10.89 0 0 -20 0 LOS -inf 67.5071
10.9 0 0 -20 0 LOS -inf 67.5089
10.91 0 0 -20 0 LOS -inf 67.5107
10.92 0 0 -20 0 LOS -inf 67.5125
10.93 0 0 -20 0 LOS -inf 67.5144
10.94 0 0 -20 0 LOS -inf 67.5162
10.95 0 0 -20 0 LOS -inf 67.518
10.96 0 0 -20 0 LOS -inf 67.5198
10.97 0 0 -20 0 LOS -inf 67.5217
10.98 0 0 -20 0 LOS -inf 67.5235
10.99 0 0 -20 0 LOS -inf 67.5253
11 0 0 -20 0 LOS -inf 67.5272
11.01 0 0 -20 0 LOS -inf 67.529
11.02 0 0 -20 0 LOS -inf 67.5308
11.03 0 0 -20 0 LOS -inf 67.5327
11.04 0 0 -20 0 LOS -inf 67.5345
