theta_rad,phi_rad,gain_db,h_bw,v_bw,slav,mAtt,AEG
0.879646,-0.502655,1.19025,65,65,30,30,8
0.942478,-0.502655,1.96325,65,65,30,30,8
1.00531,-0.502655,2.66263,65,65,30,30,8
1.06814,-0.502655,3.28839,65,65,30,30,8
1.13097,-0.502655,3.84053,65,65,30,30,8
1.19381,-0.502655,4.31905,65,65,30,30,8
1.25664,-0.502655,4.72396,65,65,30,30,8
1.31947,-0.502655,5.05524,65,65,30,30,8
1.3823,-0.502655,5.31291,65,65,30,30,8
1.44513,-0.502655,5.49696,65,65,30,30,8
1.50796,-0.502655,5.60738,65,65,30,30,8
1.5708,-0.502655,5.64419,65,65,30,30,8
1.63363,-0.502655,5.60738,65,65,30,30,8
1.69646,-0.502655,5.49696,65,65,30,30,8
1.75929,-0.502655,5.31291,65,65,30,30,8
1.82212,-0.502655,5.05524,65,65,30,30,8
1.88496,-0.502655,4.72396,65,65,30,30,8
1.94779,-0.502655,4.31905,65,65,30,30,8
2.01062,-0.502655,3.84053,65,65,30,30,8
2.07345,-0.502655,3.28839,65,65,30,30,8
2.13628,-0.502655,2.66263,65,65,30,30,8
2.19911,-0.502655,1.96325,65,65,30,30,8
2.26195,-0.502655,1.19025,65,65,30,30,8
2.32478,-0.502655,0.343631,65,65,30,30,8
2.38761,-0.502655,-0.576606,65,65,30,30,8
2.45044,-0.502655,-1.57046,65,65,30,30,8
2.51327,-0.502655,-2.63794,65,65,30,30,8
2.57611,-0.502655,-3.77903,65,65,30,30,8
2.63894,-0.502655,-4.99374,65,65,30,30,8
2.70177,-0.502655,-6.28207,65,65,30,30,8
2.7646,-0.502655,-7.64402,65,65,30,30,8
2.82743,-0.502655,-9.07959,65,65,30,30,8
2.89027,-0.502655,-10.5888,65,65,30,30,8
2.9531,-0.502655,-12.1716,65,65,30,30,8
3.01593,-0.502655,-13.828,65,65,30,30,8
3.07876,-0.502655,-15.5581,65,65,30,30,8
-3.14159,-0.439823,-22,65,65,30,30,8
-3.07876,-0.439823,-22,65,65,30,30,8
-3.01593,-0.439823,-22,65,65,30,30,8
-2.9531,-0.439823,-22,65,65,30,30,8
-2.89027,-0.439823,-22,65,65,30,30,8
-2.82743,-0.439823,-22,65,65,30,30,8
-2.7646,-0.439823,-22,65,65,30,30,8
-2.70177,-0.439823,-22,65,65,30,30,8
-2.63894,-0.439823,-22,65,65,30,30,8
-2.57611,-0.439823,-22,65,65,30,30,8
-2.51327,-0.439823,-22,65,65,30,30,8
-2.45044,-0.439823,-22,65,65,30,30,8
-2.38761,-0.439823,-22,65,65,30,30,8
-2.32478,-0.439823,-22,65,65,30,30,8
-2.26195,-0.439823,-22,65,65,30,30,8
-2.19911,-0.439823,-22,65,65,30,30,8
-2.13628,-0.439823,-22,65,65,30,30,8
-2.07345,-0.439823,-22,65,65,30,30,8
-2.01062,-0.439823,-22,65,65,30,30,8
-1.94779,-0.439823,-22,65,65,30,30,8
-1.88496,-0.439823,-22,65,65,30,30,8
-1.82212,-0.439823,-22,65,65,30,30,8
-1.75929,-0.439823,-22,65,65,30,30,8
-1.69646,-0.439823,-22,65,65,30,30,8
-1.63363,-0.439823,-22,65,65,30,30,8
-1.5708,-0.439823,-22,65,65,30,30,8
-1.50796,-0.439823,-22,65,65,30,30,8
-1.44513,-0.439823,-22,65,65,30,30,8
-1.3823,-0.439823,-22,65,65,30,30,8
-1.31947,-0.439823,-22,65,65,30,30,8
-1.25664,-0.439823,-22,65,65,30,30,8
-1.19381,-0.439823,-22,65,65,30,30,8
-1.13097,-0.439823,-22,65,65,30,30,8
-1.06814,-0.439823,-22,65,65,30,30,8
-1.00531,-0.439823,-22,65,65,30,30,8
-0.942478,-0.439823,-22,65,65,30,30,8
-0.879646,-0.439823,-22,65,65,30,30,8
-0.816814,-0.439823,-22,65,65,30,30,8
-0.753982,-0.439823,-22,65,65,30,30,8
-0.69115,-0.439823,-22,65,65,30,30,8
-0.628319,-0.439823,-22,65,65,30,30,8
-0.565487,-0.439823,-22,65,65,30,30,8
-0.502655,-0.439823,-22,65,65,30,30,8
-0.439823,-0.439823,-22,65,65,30,30,8
-0.376991,-0.439823,-22,65,65,30,30,8
-0.314159,-0.439823,-22,65,65,30,30,8
-0.251327,-0.439823,-22,65,65,30,30,8
-0.188496,-0.439823,-22,65,65,30,30,8
-0.125664,-0.439823,-20.6378,65,65,30,30,8
-0.0628319,-0.439823,-18.6869,65,65,30,30,8
2.77556e-15,-0.439823,-16.8096,65,65,30,30,8
0.0628319,-0.439823,-15.0059,65,65,30,30,8
0.125664,-0.439823,-13.2759,65,65,30,30,8
0.188496,-0.439823,-11.6194,65,65,30,30,8
0.251327,-0.439823,-10.0366,65,65,30,30,8
0.314159,-0.439823,-8.52745,65,65,30,30,8
0.376991,-0.439823,-7.09188,65,65,30,30,8
0.439823,-0.439823,-5.72993,65,65,30,30,8
0.502655,-0.439823,-4.4416,65,65,30,30,8
0.565487,-0.439823,-3.22689,65,65,30,30,8
0.628319,-0.439823,-2.08579,65,65,30,30,8
0.69115,-0.439823,-1.01832,65,65,30,30,8
0.753982,-0.439823,-0.0244639,65,65,30,30,8
0.816814,-0.439823,0.895773,65,65,30,30,8
0.879646,-0.439823,1.74239,65,65,30,30,8
0.942478,-0.439823,2.51539,65,65,30,30,8
1.00531,-0.439823,3.21477,65,65,30,30,8
1.06814,-0.439823,3.84053,65,65,30,30,8
1.13097,-0.439823,4.39267,65,65,30,30,8
1.19381,-0.439823,4.8712,65,65,30,30,8
1.25664,-0.439823,5.2761,65,65,30,30,8
1.31947,-0.439823,5.60738,65,65,30,30,8
1.3823,-0.439823,5.86505,65,65,30,30,8
1.44513,-0.439823,6.0491,65,65,30,30,8
1.50796,-0.439823,6.15953,65,65,30,30,8
1.5708,-0.439823,6.19634,65,65,30,30,8
1.63363,-0.439823,6.15953,65,65,30,30,8
1.69646,-0.439823,6.0491,65,65,30,30,8
1.75929,-0.439823,5.86505,65,65,30,30,8
1.82212,-0.439823,5.60738,65,65,30,30,8
1.88496,-0.439823,5.2761,65,65,30,30,8
1.94779,-0.439823,4.8712,65,65,30,30,8
2.01062,-0.439823,4.39267,65,65,30,30,8
2.07345,-0.439823,3.84053,65,65,30,30,8
2.13628,-0.439823,3.21477,65,65,30,30,8
2.19911,-0.439823,2.51539,65,65,30,30,8
2.26195,-0.439823,1.74239,65,65,30,30,8
2.32478,-0.439823,0.895773,65,65,30,30,8
2.38761,-0.439823,-0.0244639,65,65,30,30,8
2.45044,-0.439823,-1.01832,65,65,30,30,8
2.51327,-0.439823,-2.08579,65,65,30,30,8
2.57611,-0.439823,-3.22689,65,65,30,30,8
2.63894,-0.439823,-4.4416,65,65,30,30,8
2.70177,-0.439823,-5.72993,65,65,30,30,8
2.7646,-0.439823,-7.09188,65,65,30,30,8
2.82743,-0.439823,-8.52745,65,65,30,30,8
2.89027,-0.439823,-10.0366,65,65,30,30,8
2.9531,-0.439823,-11.6194,65,65,30,30,8
3.01593,-0.439823,-13.2759,65,65,30,30,8
3.07876,-0.439823,-15.0059,65,65,30,30,8
-3.14159,-0.376991,-22,65,65,30,30,8
-3.07876,-0.376991,-22,65,65,30,30,8
-3.01593,-0.376991,-22,65,65,30,30,8
-2.9531,-0.376991,-22,65,65,30,30,8
-2.89027,-0.376991,-22,65,65,30,30,8
-2.82743,-0.376991,-22,65,65,30,30,8
-2.7646,-0.376991,-22,65,65,30,30,8
-2.70177,-0.376991,-22,65,65,30,30,8
-2.63894,-0.376991,-22,65,65,30,30,8
-2.57611,-0.376991,-22,65,65,30,30,8
-2.51327,-0.376991,-22,65,65,30,30,8
-2.45044,-0.376991,-22,65,65,30,30,8
-2.38761,-0.376991,-22,65,65,30,30,8
-2.32478,-0.376991,-22,65,65,30,30,8
-2.26195,-0.376991,-22,65,65,30,30,8
-2.19911,-0.376991,-22,65,65,30,30,8
-2.13628,-0.376991,-22,65,65,30,30,8
-2.07345,-0.376991,-22,65,65,30,30,8
-2.01062,-0.376991,-22,65,65,30,30,8
-1.94779,-0.376991,-22,65,65,30,30,8
-1.88496,-0.376991,-22,65,65,30,30,8
-1.82212,-0.376991,-22,65,65,30,30,8
-1.75929,-0.376991,-22,65,65,30,30,8
-1.69646,-0.376991,-22,65,65,30,30,8
-1.63363,-0.376991,-22,65,65,30,30,8
-1.5708,-0.376991,-22,65,65,30,30,8
-1.50796,-0.376991,-22,65,65,30,30,8
-1.44513,-0.376991,-22,65,65,30,30,8
-1.3823,-0.376991,-22,65,65,30,30,8
-1.31947,-0.376991,-22,65,65,30,30,8
-1.25664,-0.376991,-22,65,65,30,30,8
-1.19381,-0.376991,-22,65,65,30,30,8
-1.13097,-0.376991,-22,65,65,30,30,8
-1.06814,-0.376991,-22,65,65,30,30,8
-1.00531,-0.376991,-22,65,65,30,30,8
-0.942478,-0.376991,-22,65,65,30,30,8
-0.879646,-0.376991,-22,65,65,30,30,8
-0.816814,-0.376991,-22,65,65,30,30,8
-0.753982,-0.376991,-22,65,65,30,30,8
-0.69115,-0.376991,-22,65,65,30,30,8
-0.628319,-0.376991,-22,65,65,30,30,8
-0.565487,-0.376991,-22,65,65,30,30,8
-0.502655,-0.376991,-22,65,65,30,30,8
-0.439823,-0.376991,-22,65,65,30,30,8
-0.376991,-0.376991,-22,65,65,30,30,8
-0.314159,-0.376991,-22,65,65,30,30,8
-0.251327,-0.376991,-22,65,65,30,30,8
-0.188496,-0.376991,-22,65,65,30,30,8
-0.125664,-0.376991,-20.1592,65,65,30,30,8
-0.0628319,-0.376991,-18.2083,65,65,30,30,8
2.77556e-15,-0.376991,-16.3311,65,65,30,30,8
0.0628319,-0.376991,-14.5274,65,65,30,30,8
0.125664,-0.376991,-12.7973,65,65,30,30,8
0.188496,-0.376991,-11.1409,65,65,30,30,8
0.251327,-0.376991,-9.55812,65,65,30,30,8
0.314159,-0.376991,-8.04893,65,65,30,30,8
0.376991,-0.376991,-6.61336,65,65,30,30,8
0.439823,-0.376991,-5.25141,65,65,30,30,8
0.502655,-0.376991,-3.96308,65,65,30,30,8
0.565487,-0.376991,-2.74836,65,65,30,30,8
0.628319,-0.376991,-1.60727,65,65,30,30,8
0.69115,-0.376991,-0.539796,65,65,30,30,8
0.753982,-0.376991,0.454059,65,65,30,30,8
0.816814,-0.376991,1.3743,65,65,30,30,8
0.879646,-0.376991,2.22091,65,65,30,30,8
0.942478,-0.376991,2.99391,65,65,30,30,8
1.00531,-0.376991,3.69329,65,65,30,30,8
1.06814,-0.376991,4.31905,65,65,30,30,8
1.13097,-0.376991,4.8712,65,65,30,30,8
1.19381,-0.376991,5.34972,65,65,30,30,8
1.25664,-0.376991,5.75462,65,65,30,30,8
1.31947,-0.376991,6.08591,65,65,30,30,8
1.3823,-0.376991,6.34357,65,65,30,30,8
1.44513,-0.376991,6.52762,65,65,30,30,8
1.50796,-0.376991,6.63805,65,65,30,30,8
1.5708,-0.376991,6.67486,65,65,30,30,8
1.63363,-0.376991,6.63805,65,65,30,30,8
1.69646,-0.376991,6.52762,65,65,30,30,8
1.75929,-0.376991,6.34357,65,65,30,30,8
1.82212,-0.376991,6.08591,65,65,30,30,8
1.88496,-0.376991,5.75462,65,65,30,30,8
1.94779,-0.376991,5.34972,65,65,30,30,8
2.01062,-0.376991,4.8712,65,65,30,30,8
2.07345,-0.376991,4.31905,65,65,30,30,8
2.13628,-0.376991,3.69329,65,65,30,30,8
2.19911,-0.376991,2.99391,65,65,30,30,8
2.26195,-0.376991,2.22091,65,65,30,30,8
2.32478,-0.376991,1.3743,65,65,30,30,8
2.38761,-0.376991,0.454059,65,65,30,30,8
2.45044,-0.376991,-0.539796,65,65,30,30,8
2.51327,-0.376991,-1.60727,65,65,30,30,8
2.57611,-0.376991,-2.74836,65,65,30,30,8
2.63894,-0.376991,-3.96308,65,65,30,30,8
2.70177,-0.376991,-5.25141,65,65,30,30,8
2.7646,-0.376991,-6.61336,65,65,30,30,8
2.82743,-0.376991,-8.04893,65,65,30,30,8
2.89027,-0.376991,-9.55812,65,65,30,30,8
2.9531,-0.376991,-11.1409,65,65,30,30,8
3.01593,-0.376991,-12.7973,65,65,30,30,8
3.07876,-0.376991,-14.5274,65,65,30,30,8
-3.14159,-0.314159,-22,65,65,30,30,8
-3.07876,-0.314159,-22,65,65,30,30,8
-3.01593,-0.314159,-22,65,65,30,30,8
-2.9531,-0.314159,-22,65,65,30,30,8
-2.89027,-0.314159,-22,65,65,30,30,8
-2.82743,-0.314159,-22,65,65,30,30,8
-2.7646,-0.314159,-22,65,65,30,30,8
-2.70177,-0.314159,-22,65,65,30,30,8
-2.63894,-0.314159,-22,65,65,30,30,8
-2.57611,-0.314159,-22,65,65,30,30,8
-2.51327,-0.314159,-22,65,65,30,30,8
-2.45044,-0.314159,-22,65,65,30,30,8
-2.38761,-0.314159,-22,65,65,30,30,8
-2.32478,-0.314159,-22,65,65,30,30,8
-2.26195,-0.314159,-22,65,65,30,30,8
-2.19911,-0.314159,-22,65,65,30,30,8
-2.13628,-0.314159,-22,65,65,30,30,8
-2.07345,-0.314159,-22,65,65,30,30,8
-2.01062,-0.314159,-22,65,65,30,30,8
-1.94779,-0.314159,-22,65,65,30,30,8
-1.88496,-0.314159,-22,65,65,30,30,8
-1.82212,-0.314159,-22,65,65,30,30,8
-1.75929,-0.314159,-22,65,65,30,30,8
-1.69646,-0.314159,-22,65,65,30,30,8
-1.63363,-0.314159,-22,65,65,30,30,8
-1.5708,-0.314159,-22,65,65,30,30,8
-1.50796,-0.314159,-22,65,65,30,30,8
-1.44513,-0.314159,-22,65,65,30,30,8
-1.3823,-0.314159,-22,65,65,30,30,8
-1.31947,-0.314159,-22,65,65,30,30,8
-1.25664,-0.314159,-22,65,65,30,30,8
-1.19381,-0.314159,-22,65,65,30,30,8
-1.13097,-0.314159,-22,65,65,30,30,8
-1.06814,-0.314159,-22,65,65,30,30,8
-1.00531,-0.314159,-22,65,65,30,30,8
-0.942478,-0.314159,-22,65,65,30,30,8
-0.879646,-0.314159,-22,65,65,30,30,8
-0.816814,-0.314159,-22,65,65,30,30,8
-0.753982,-0.314159,-22,65,65,30,30,8
-0.69115,-0.314159,-22,65,65,30,30,8
-0.628319,-0.314159,-22,65,65,30,30,8
-0.565487,-0.314159,-22,65,65,30,30,8
-0.502655,-0.314159,-22,65,65,30,30,8
-0.439823,-0.314159,-22,65,65,30,30,8
-0.376991,-0.314159,-22,65,65,30,30,8
-0.314159,-0.314159,-22,65,65,30,30,8
-0.251327,-0.314159,-22,65,65,30,30,8
-0.188496,-0.314159,-21.7789,65,65,30,30,8
-0.125664,-0.314159,-19.7543,65,65,30,30,8
-0.0628319,-0.314159,-17.8034,65,65,30,30,8
2.77556e-15,-0.314159,-15.9262,65,65,30,30,8
0.0628319,-0.314159,-14.1225,65,65,30,30,8
0.125664,-0.314159,-12.3924,65,65,30,30,8
0.188496,-0.314159,-10.736,65,65,30,30,8
0.251327,-0.314159,-9.15321,65,65,30,30,8
0.314159,-0.314159,-7.64402,65,65,30,30,8
0.376991,-0.314159,-6.20845,65,65,30,30,8
0.439823,-0.314159,-4.8465,65,65,30,30,8
0.502655,-0.314159,-3.55817,65,65,30,30,8
0.565487,-0.314159,-2.34346,65,65,30,30,8
0.628319,-0.314159,-1.20237,65,65,30,30,8
0.69115,-0.314159,-0.134892,65,65,30,30,8
0.753982,-0.314159,0.858963,65,65,30,30,8
0.816814,-0.314159,1.7792,65,65,30,30,8
0.879646,-0.314159,2.62582,65,65,30,30,8
0.942478,-0.314159,3.39882,65,65,30,30,8
1.00531,-0.314159,4.0982,65,65,30,30,8
1.06814,-0.314159,4.72396,65,65,30,30,8
1.13097,-0.314159,5.2761,65,65,30,30,8
1.19381,-0.314159,5.75462,65,65,30,30,8
1.25664,-0.314159,6.15953,65,65,30,30,8
1.31947,-0.314159,6.49081,65,65,30,30,8
1.3823,-0.314159,6.74848,65,65,30,30,8
1.44513,-0.314159,6.93253,65,65,30,30,8
1.50796,-0.314159,7.04295,65,65,30,30,8
1.5708,-0.314159,7.07976,65,65,30,30,8
1.63363,-0.314159,7.04295,65,65,30,30,8
1.69646,-0.314159,6.93253,65,65,30,30,8
1.75929,-0.314159,6.74848,65,65,30,30,8
1.82212,-0.314159,6.49081,65,65,30,30,8
1.88496,-0.314159,6.15953,65,65,30,30,8
1.94779,-0.314159,5.75462,65,65,30,30,8
2.01062,-0.314159,5.2761,65,65,30,30,8
2.07345,-0.314159,4.72396,65,65,30,30,8
2.13628,-0.314159,4.0982,65,65,30,30,8
2.19911,-0.314159,3.39882,65,65,30,30,8
2.26195,-0.314159,2.62582,65,65,30,30,8
2.32478,-0.314159,1.7792,65,65,30,30,8
2.38761,-0.314159,0.858963,65,65,30,30,8
2.45044,-0.314159,-0.134892,65,65,30,30,8
2.51327,-0.314159,-1.20237,65,65,30,30,8
2.57611,-0.314159,-2.34346,65,65,30,30,8
2.63894,-0.314159,-3.55817,65,65,30,30,8
2.70177,-0.314159,-4.8465,65,65,30,30,8
2.7646,-0.314159,-6.20845,65,65,30,30,8
2.82743,-0.314159,-7.64402,65,65,30,30,8
2.89027,-0.314159,-9.15321,65,65,30,30,8
2.9531,-0.314159,-10.736,65,65,30,30,8
3.01593,-0.314159,-12.3924,65,65,30,30,8
3.07876,-0.314159,-14.1225,65,65,30,30,8
-3.14159,-0.251327,-22,65,65,30,30,8
-3.07876,-0.251327,-22,65,65,30,30,8
-3.01593,-0.251327,-22,65,65,30,30,8
-2.9531,-0.251327,-22,65,65,30,30,8
-2.89027,-0.251327,-22,65,65,30,30,8
-2.82743,-0.251327,-22,65,65,30,30,8
-2.7646,-0.251327,-22,65,65,30,30,8
-2.70177,-0.251327,-22,65,65,30,30,8
-2.63894,-0.251327,-22,65,65,30,30,8
-2.57611,-0.251327,-22,65,65,30,30,8
-2.51327,-0.251327,-22,65,65,30,30,8
-2.45044,-0.251327,-22,65,65,30,30,8
-2.38761,-0.251327,-22,65,65,30,30,8
-2.32478,-0.251327,-22,65,65,30,30,8
-2.26195,-0.251327,-22,65,65,30,30,8
-2.19911,-0.251327,-22,65,65,30,30,8
-2.13628,-0.251327,-22,65,65,30,30,8
-2.07345,-0.251327,-22,65,65,30,30,8
-2.01062,-0.251327,-22,65,65,30,30,8
-1.94779,-0.251327,-22,65,65,30,30,8
-1.88496,-0.251327,-22,65,65,30,30,8
-1.82212,-0.251327,-22,65,65,30,30,8
-1.75929,-0.251327,-22,65,65,30,30,8
-1.69646,-0.251327,-22,65,65,30,30,8
-1.63363,-0.251327,-22,65,65,30,30,8
-1.5708,-0.251327,-22,65,65,30,30,8
-1.50796,-0.251327,-22,65,65,30,30,8
-1.44513,-0.251327,-22,65,65,30,30,8
-1.3823,-0.251327,-22,65,65,30,30,8
-1.31947,-0.251327,-22,65,65,30,30,8
-1.25664,-0.251327,-22,65,65,30,30,8
-1.19381,-0.251327,-22,65,65,30,30,8
-1.13097,-0.251327,-22,65,65,30,30,8
-1.06814,-0.251327,-22,65,65,30,30,8
-1.00531,-0.251327,-22,65,65,30,30,8
-0.942478,-0.251327,-22,65,65,30,30,8
-0.879646,-0.251327,-22,65,65,30,30,8
-0.816814,-0.251327,-22,65,65,30,30,8
-0.753982,-0.251327,-22,65,65,30,30,8
-0.69115,-0.251327,-22,65,65,30,30,8
-0.628319,-0.251327,-22,65,65,30,30,8
-0.565487,-0.251327,-22,65,65,30,30,8
-0.502655,-0.251327,-22,65,65,30,30,8
-0.439823,-0.251327,-22,65,65,30,30,8
-0.376991,-0.251327,-22,65,65,30,30,8
-0.314159,-0.251327,-22,65,65,30,30,8
-0.251327,-0.251327,-22,65,65,30,30,8
-0.188496,-0.251327,-21.4476,65,65,30,30,8
-0.125664,-0.251327,-19.4231,65,65,30,30,8
-0.0628319,-0.251327,-17.4722,65,65,30,30,8
2.77556e-15,-0.251327,-15.5949,65,65,30,30,8
0.0628319,-0.251327,-13.7912,65,65,30,30,8
0.125664,-0.251327,-12.0612,65,65,30,30,8
0.188496,-0.251327,-10.4047,65,65,30,30,8
0.251327,-0.251327,-8.82193,65,65,30,30,8
0.314159,-0.251327,-7.31274,65,65,30,30,8
0.376991,-0.251327,-5.87717,65,65,30,30,8
0.439823,-0.251327,-4.51522,65,65,30,30,8
0.502655,-0.251327,-3.22689,65,65,30,30,8
0.565487,-0.251327,-2.01218,65,65,30,30,8
0.628319,-0.251327,-0.871082,65,65,30,30,8
0.69115,-0.251327,0.196393,65,65,30,30,8
0.753982,-0.251327,1.19025,65,65,30,30,8
0.816814,-0.251327,2.11049,65,65,30,30,8
0.879646,-0.251327,2.9571,65,65,30,30,8
0.942478,-0.251327,3.7301,65,65,30,30,8
1.00531,-0.251327,4.42948,65,65,30,30,8
1.06814,-0.251327,5.05524,65,65,30,30,8
1.13097,-0.251327,5.60738,65,65,30,30,8
1.19381,-0.251327,6.08591,65,65,30,30,8
1.25664,-0.251327,6.49081,65,65,30,30,8
1.31947,-0.251327,6.8221,65,65,30,30,8
1.3823,-0.251327,7.07976,65,65,30,30,8
1.44513,-0.251327,7.26381,65,65,30,30,8
1.50796,-0.251327,7.37424,65,65,30,30,8
1.5708,-0.251327,7.41105,65,65,30,30,8
1.63363,-0.251327,7.37424,65,65,30,30,8
1.69646,-0.251327,7.26381,65,65,30,30,8
1.75929,-0.251327,7.07976,65,65,30,30,8
1.82212,-0.251327,6.8221,65,65,30,30,8
1.88496,-0.251327,6.49081,65,65,30,30,8
1.94779,-0.251327,6.08591,65,65,30,30,8
2.01062,-0.251327,5.60738,65,65,30,30,8
2.07345,-0.251327,5.05524,65,65,30,30,8
2.13628,-0.251327,4.42948,65,65,30,30,8
2.19911,-0.251327,3.7301,65,65,30,30,8
2.26195,-0.251327,2.9571,65,65,30,30,8
2.32478,-0.251327,2.11049,65,65,30,30,8
2.38761,-0.251327,1.19025,65,65,30,30,8
2.45044,-0.251327,0.196393,65,65,30,30,8
2.51327,-0.251327,-0.871082,65,65,30,30,8
2.57611,-0.251327,-2.01218,65,65,30,30,8
2.63894,-0.251327,-3.22689,65,65,30,30,8
2.70177,-0.251327,-4.51522,65,65,30,30,8
2.7646,-0.251327,-5.87717,65,65,30,30,8
2.82743,-0.251327,-7.31274,65,65,30,30,8
2.89027,-0.251327,-8.82193,65,65,30,30,8
2.9531,-0.251327,-10.4047,65,65,30,30,8
3.01593,-0.251327,-12.0612,65,65,30,30,8
3.07876,-0.251327,-13.7912,65,65,30,30,8
-3.14159,-0.188496,-22,65,65,30,30,8
-3.07876,-0.188496,-22,65,65,30,30,8
-3.01593,-0.188496,-22,65,65,30,30,8
-2.9531,-0.188496,-22,65,65,30,30,8
-2.89027,-0.188496,-22,65,65,30,30,8
-2.82743,-0.188496,-22,65,65,30,30,8
-2.7646,-0.188496,-22,65,65,30,30,8
-2.70177,-0.188496,-22,65,65,30,30,8
-2.63894,-0.188496,-22,65,65,30,30,8
-2.57611,-0.188496,-22,65,65,30,30,8
-2.51327,-0.188496,-22,65,65,30,30,8
-2.45044,-0.188496,-22,65,65,30,30,8
-2.38761,-0.188496,-22,65,65,30,30,8
-2.32478,-0.188496,-22,65,65,30,30,8
-2.26195,-0.188496,-22,65,65,30,30,8
-2.19911,-0.188496,-22,65,65,30,30,8
-2.13628,-0.188496,-22,65,65,30,30,8
-2.07345,-0.188496,-22,65,65,30,30,8
-2.01062,-0.188496,-22,65,65,30,30,8
-1.94779,-0.188496,-22,65,65,30,30,8
-1.88496,-0.188496,-22,65,65,30,30,8
-1.82212,-0.188496,-22,65,65,30,30,8
-1.75929,-0.188496,-22,65,65,30,30,8
-1.69646,-0.188496,-22,65,65,30,30,8
-1.63363,-0.188496,-22,65,65,30,30,8
-1.5708,-0.188496,-22,65,65,30,30,8
-1.50796,-0.188496,-22,65,65,30,30,8
-1.44513,-0.188496,-22,65,65,30,30,8
-1.3823,-0.188496,-22,65,65,30,30,8
-1.31947,-0.188496,-22,65,65,30,30,8
-1.25664,-0.188496,-22,65,65,30,30,8
-1.19381,-0.188496,-22,65,65,30,30,8
-1.13097,-0.188496,-22,65,65,30,30,8
-1.06814,-0.188496,-22,65,65,30,30,8
-1.00531,-0.188496,-22,65,65,30,30,8
-0.942478,-0.188496,-22,65,65,30,30,8
-0.879646,-0.188496,-22,65,65,30,30,8
-0.816814,-0.188496,-22,65,65,30,30,8
-0.753982,-0.188496,-22,65,65,30,30,8
-0.69115,-0.188496,-22,65,65,30,30,8
-0.628319,-0.188496,-22,65,65,30,30,8
-0.565487,-0.188496,-22,65,65,30,30,8
-0.502655,-0.188496,-22,65,65,30,30,8
-0.439823,-0.188496,-22,65,65,30,30,8
-0.376991,-0.188496,-22,65,65,30,30,8
-0.314159,-0.188496,-22,65,65,30,30,8
-0.251327,-0.188496,-22,65,65,30,30,8
-0.188496,-0.188496,-21.1899,65,65,30,30,8
-0.125664,-0.188496,-19.1654,65,65,30,30,8
-0.0628319,-0.188496,-17.2145,65,65,30,30,8
2.77556e-15,-0.188496,-15.3372,65,65,30,30,8
0.0628319,-0.188496,-13.5335,65,65,30,30,8
0.125664,-0.188496,-11.8035,65,65,30,30,8
0.188496,-0.188496,-10.1471,65,65,30,30,8
0.251327,-0.188496,-8.56426,65,65,30,30,8
0.314159,-0.188496,-7.05507,65,65,30,30,8
0.376991,-0.188496,-5.6195,65,65,30,30,8
0.439823,-0.188496,-4.25755,65,65,30,30,8
0.502655,-0.188496,-2.96922,65,65,30,30,8
0.565487,-0.188496,-1.75451,65,65,30,30,8
0.628319,-0.188496,-0.613415,65,65,30,30,8
0.69115,-0.188496,0.454059,65,65,30,30,8
0.753982,-0.188496,1.44791,65,65,30,30,8
0.816814,-0.188496,2.36815,65,65,30,30,8
0.879646,-0.188496,3.21477,65,65,30,30,8
0.942478,-0.188496,3.98777,65,65,30,30,8
1.00531,-0.188496,4.68715,65,65,30,30,8
1.06814,-0.188496,5.31291,65,65,30,30,8
1.13097,-0.188496,5.86505,65,65,30,30,8
1.19381,-0.188496,6.34357,65,65,30,30,8
1.25664,-0.188496,6.74848,65,65,30,30,8
1.31947,-0.188496,7.07976,65,65,30,30,8
1.3823,-0.188496,7.33743,65,65,30,30,8
1.44513,-0.188496,7.52148,65,65,30,30,8
1.50796,-0.188496,7.63191,65,65,30,30,8
1.5708,-0.188496,7.66871,65,65,30,30,8
1.63363,-0.188496,7.63191,65,65,30,30,8
1.69646,-0.188496,7.52148,65,65,30,30,8
1.75929,-0.188496,7.33743,65,65,30,30,8
1.82212,-0.188496,7.07976,65,65,30,30,8
1.88496,-0.188496,6.74848,65,65,30,30,8
1.94779,-0.188496,6.34357,65,65,30,30,8
2.01062,-0.188496,5.86505,65,65,30,30,8
2.07345,-0.188496,5.31291,65,65,30,30,8
2.13628,-0.188496,4.68715,65,65,30,30,8
2.19911,-0.188496,3.98777,65,65,30,30,8
2.26195,-0.188496,3.21477,65,65,30,30,8
2.32478,-0.188496,2.36815,65,65,30,30,8
2.38761,-0.188496,1.44791,65,65,30,30,8
2.45044,-0.188496,0.454059,65,65,30,30,8
2.51327,-0.188496,-0.613415,65,65,30,30,8
2.57611,-0.188496,-1.75451,65,65,30,30,8
2.63894,-0.188496,-2.96922,65,65,30,30,8
2.70177,-0.188496,-4.25755,65,65,30,30,8
2.7646,-0.188496,-5.6195,65,65,30,30,8
2.82743,-0.188496,-7.05507,65,65,30,30,8
2.89027,-0.188496,-8.56426,65,65,30,30,8
2.9531,-0.188496,-10.1471,65,65,30,30,8
3.01593,-0.188496,-11.8035,65,65,30,30,8
3.07876,-0.188496,-13.5335,65,65,30,30,8
-3.14159,-0.125664,-22,65,65,30,30,8
-3.07876,-0.125664,-22,65,65,30,30,8
-3.01593,-0.125664,-22,65,65,30,30,8
